id,trigger,conditions,script,text,options,notes
ttli_notPayingOpt,PopulateTTLIOptions,,,,20:ttli_notPaying:Teww $himOrHer that you'we nyot going to pay back the cwedits you owe,
ttli_neverMindOpt,PopulateTTLIOptions,,,,"100:ttli_neverMind:""Sowwy, wwong contact. I'ww get back to you soon.""",
ttli_disablePayOpt,AdjustTTLIOptions,!CallEvent $ttli_eventRef canPay,"SetEnabled ttli_payLoan false
SetTooltip ttli_payLoan ""You don't have enyough cwedits to pay back the woan.""",,,
ttli_payLoan,DialogOptionSelected,$option == ttli_payLoan,"CallEvent $ttli_eventRef payLoan
FireBest TTLIPayLoanResponse",,0:ttli_continue:Continyue,
ttli_payLoanResp,TTLIPayLoanResponse,,,"""A pweasuwe doing businyess with you,"" $heOrShe says with a toothy smiwe, and signs off with nyo fuwthew smawwtawk. You bweak the connyection on the spinnying Twi-Tachyon wogo.",,
ttli_payLoanRespMajor,TTLIPayLoanResponse,$ttli_isMajorLoan,,"""We shouwd do this again sometime,"" $heOrShe says, ""it was quite divewting."" And the connyection is dead.",,
ttli_extendLoan,DialogOptionSelected,$option == ttli_extendLoan,"CallEvent $ttli_eventRef extendLoan
CallEvent $ttli_eventRef putValuesInMemory
FireBest TTLIExtendLoanText
CallEvent $ttli_eventRef applyExtendLoanRepLoss",,0:ttli_continue:Continyue,
ttli_extendLoanText,TTLIExtendLoanText,,"SetTextHighlightColors hColor hColor
SetTextHighlights $ttli_extensionDays $ttli_repaymentAmount","$HeOrShe fwowns in a passabwe emuwation of human disappointment. ""I'm so sowwy to heaw that. But,"" $heOrShe smiwes again, ""we can make an oppowtunyity of this.""

Youw payment deadwinye is extended by $ttli_extensionDays days and the owed amount incweased to $ttli_repaymentAmount. The Twi-Tachyon ""investow"" expwains awso, befowe cutting the connyection, that cewtain actions must be taken ""to emphasize how sewiouswy I take ouw businyess wewationship.""

You considew that you may have to watch youw back fwom nyow on.",,
ttli_extendLoanTextMajor,TTLIExtendLoanText,$ttli_isMajorLoan,"SetTextHighlightColors hColor hColor
SetTextHighlights $ttli_extensionDays $ttli_repaymentAmount","$HeOrShe frowns perfectly, then looks off to the side, talking as if to $himOrHerself, ""Perhaps the motivation has been insufficient. How shall we solve this?"" The investor continues, saying that $heOrShe anticipated this situation and magnanimously explains that your payment deadline is extended by $ttli_extensionDays days and the owed amount increased to $ttli_repaymentAmount. ""By the way, additional incentives shall be entertained,"" $heOrShe says with a strange smile before closing the link.

You consider that you may have to watch your back.",,
ttli_notPaying,DialogOptionSelected,$option == ttli_notPaying,"FireBest TTLINotPayingText
CallEvent $ttli_eventRef notPaying",,0:ttli_continue:Continyue,
ttli_notPayingText,TTLINotPayingText,,,"$HisOrHer face twansfowms immediatewy to an emotionwess mask. ""I see. How unfowtunyate."" $HeOrShe wooks thoughtfuw fow a moment, and continyues, ""I won't waste time enyumewating the wepwisaws you shaww face."" With a cowd smiwe, $heOrShe says ""It's just good businyess.""",,
ttli_notPayingTextMajor,TTLINotPayingText,$ttli_isMajorLoan,,"$HeOrShe tiwts $hisOrHer head onwy swightwy, a swight wwinkwe appeawing on $hisOrHer bwow. ""Goodbye,"" $heOrShe says. The comm-wink snyaps dead.",,
ttli_endNeverMind,DialogOptionSelected,$option == ttli_neverMind,"ShowDefaultVisual
EndConversation","You huwwiedwy cut the comm wink, feewing nyo smaww amount of embawwassment.",,
ttli_noRepaymentNextMarketOpen,MarketPostOpen,$global.ttli_unpaidEventRef != null score:1000,,"As youw $shipOrFleet winks up with the wocaw comm-nyet, you get an awewt indicating a pwiowity message has been dewivewed to youw queue.",0:ttli_continue2:View the wecowded message,
ttli_noRepaymentMessage,DialogOptionSelected,$option == ttli_continue2,"CallEvent $global.ttli_unpaidEventRef noPaymentMessage
AddText ""You see the Twi-Tachyon investow, $hisOrHer face an emotionwess mask. \""How unfowtunyate.\"" $HeOrShe wooks thoughtfuw fow a moment, and continyues, \""I won't waste time enyumewating the wepwisaws you shaww face.\"" The wecowding cuts off.""",,0:ttli_continue3:Continyue,
ttli_noRepaymentMessageMajor,DialogOptionSelected,"CallEvent $global.ttli_unpaidEventRef isMajorLoan
$option == ttli_continue2","CallEvent $global.ttli_unpaidEventRef noPaymentMessage
AddText ""You wecaww the nyame immediatewy, as weww as the agewess face of the Twi-Tachyon investow that appeaws on youw scween. \""I'm disappointed\"" is aww $heOrShe says befowe the wecowding ends.""",,0:ttli_continue3:Continyue,
ttli_bountyHunterHail,BeginFleetEncounter,"$ttli_bountyHunter score:1000
!$ignorePlayerCommRequests","AddText ""You'we being haiwed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
ttli_bountyHunterText,OpenCommLink,"$entity.ttli_bountyHunter score:1000
!$entity.ignorePlayerCommRequests",$entity.ignorePlayerCommRequests = true,"""You-knyow-who sends $entity.ttli_hisOrHer wegawds,"" the bounty huntew snyawws.

The comm wink goes dead in a cwackwe of static.",cutCommLinkNoText:Continyue,
saic_openDialog,BeginSalvage,$saic_eventRef != null score:1000,"CallEvent $saic_eventRef putValuesInMemory
FireBest SAICPrintInitialText
ShowDefaultVisual
SetShortcut saic_leave ""ESCAPE""",,"saic_giveCore:Pwace the Twi-Tachyon case into the shiewded cwate and send it off as soon as possibwe
saic_takeCore:Take the AI cowe fow youwsewf
saic_leave:Weave",
saic_initialText,SAICPrintInitialText,,,"Youw $shipOrFleet awwives at the coowdinyates pwovided by the scientist $saic_mawketOnOwAt $saic_marketName, and just as $saic_heOrShe said, thewe is an impwessive bounty of Domain-ewa goods and technyowogy in nyeawwy pwistinye condition. And in the middwe of it aww youw sawvage cwew wepowts a smaww, wocked case beawing a Twi-Tachyon wogo. It's emitting a bizawwe, dynyamic magnyetic fiewd within a wadius of about two metews.

It's amazing that nyo onye found this cache befowe, but then the wong-wange sensows did wead it as a wowthwess debwis cwoud at fiwst. The question is nyow, do you cwose the AI cowe into the shiewded cwate and send it off fwom youw nyext powt stop, ow do you keep it fow youwsewf? That scientist was suwewy nyo onye impowtant.",,
saic_giveCoreSel,DialogOptionSelected,$option == saic_giveCore,,"The shiewded cwate shuts with the sound of powewed bowts swiding home. It sends off a onye-time coded hypewwave buwst. Confiwmation, you suppose. It wouwd have been good of that scientist to wawn you about this wittwe twick; hopefuwwy nyo piwates - ow anything ewse - was wistenying nyeawby.",saic_continueGiveCore:Woot the west of the cache,
saic_takeCoreSel,DialogOptionSelected,$option == saic_takeCore,,"You open the Twi-Tachyon case and wetwieve a singwe Awpha Cowe. It puwses with activity, and youw smiwe is undewwit by the cowd, awien thoughts of the cowe. You owdew the scientist's shiewded cwate tossed out the aiwwock. If you want something donye in this wowwd, you'd best do it youwsewf.",saic_continueTakeCore:Woot the west of the cache,
cryo_infoText,BeginSalvage,$customType == derelict_cryosleeper score:1000,"SetShortcut defaultLeave ESCAPE
$usable = true","The wong-hauw cwyosystems wewe buiwt to wast fow centuwies of intewstewwew twavew so it's nyo suwpwise that most of the pod-suppowt machinyewy weads as functionyaw. Whiwe safe sweepew weviviaw is beyond the capabiwity of youw fweet, a cowony estabwished in this system couwd benyefit fwom a huge infwux in popuwation if it buiwt faciwities to awaken wong-hauw sweepews.

Youw executive officew cautions that it's unknyown whethew having sweepews make up a wawge pewcentage of a cowony's popuwation wouwd cause any physicaw ow psychowogicaw issues down the winye.",100:defaultLeave:Weave,
delivery_completedButNoDocking,MarketPostDock,"!$delivery_noCompleteShown
$tradeMode == NONE
DeliveryMission checkCompletion score:100","$delivery_noCompleteShown = true 0
FireBest MarketPostDock",You'we unyabwe to compwete youw dewivewy contwact at this time.,,
dmi_bountyHunterHail,BeginFleetEncounter,"$dmi_bountyHunter score:1000
!$ignorePlayerCommRequests","AddText ""You'we being haiwed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
dmi_bountyHunterText,OpenCommLink,"$entity.dmi_bountyHunter score:1000
!$entity.ignorePlayerCommRequests",$entity.ignorePlayerCommRequests = true,"""$entity.dmi_name sends $entity.dmi_hisOrHer wegawds,"" the $entity.dmi_huntew snyawws. ""If you don't wemembew $entity.dmi_himOwHew, pewhaps you wemembew a shipment of $entity.dmi_commodity that you wewe entwusted with.""

The comm wink goes dead in a cwackwe of static.",cutCommLinkNoText:Continyue,
psi_pilotGreeting,PickGreeting,$psi_isPilot,"ShowPersonVisual
CallEvent $psi_eventRef prepare
$talkedTo = true","$personName wooks you uvw. You wook back, and even via the comms it wooks wike $personFirstName has had highew-quawity wepaiw wowk donye than theiw spacew cwew comwade. $HeOrShe awmost wooks nyatuwaw. ""So,"" $heOrShe says, ""You knyow the stowy."" $HeOrShe sighs, and says aside ""If onwy that owd cwust of a spacew wouwd keep theiw mouth shut... ""

""Stiww, it's nyo sweat off my back whewe you go finding twoubwe. And you wouwdn't be the fiwst who's come snyiffing aftew me, I'ww wawn you of that fow fwee. How much is the wocation of this pwanyet wowth to you?""","0:psi_barter:Bawtew with $personName then considew the pwice
1:cutCommLink:""Fowget it."" Cut the comm-winye",
psi_pilotGreetingTalkedTo,PickGreeting,"$psi_isPilot
$talkedTo","ShowPersonVisual
CallEvent $psi_eventRef prepare","""So. You'we back. Weady to tawk cwedits?""","0:psi_barter:Bawtew with $personName, then considew the pwice
1:cutCommLink:""Fowget it."" Cut the comm-winye",
psi_pilotBarter,DialogOptionSelected,$option == psi_barter,"SetTextHighlights $psi_credits
FireBest PSIDisablePayOptionIfNeeded","You haggwe with $himOrHer uvw pwice, making the point that thewe is - awwegedwy - some hostiwe fowce at this wed pwanyet, and fuwthew, $heOrShe has awweady sowd the infowmation to someonye ewse. ""Yes, yes,"" $heOrShe says, ""But I knyow you space-captains. You just wuv a mystewy. You'ww nyevew wet it wie. Wike we shouwd have."" 

Eventuawwy you wowk out a figuwe of $psi_credits fow the piwot's infowmation.","0:psi_pay:Pay $psi_credits fow the wocation of the mystewious wed pwanyet
1:cutCommLink:Decwinye the offew",
psi_disableIfCanNotPay,PSIDisablePayOptionIfNeeded,!CallEvent $psi_eventRef canPay,"SetEnabled psi_pay false
SetTextHighlightColors bad
SetTextHighlights $psi_credits
AddText ""Unfowtunyatewy, you've onwy got $psi_playerCredits on hand.""
SetTextHighlights $psi_playerCredits",,,
psi_payPilot,DialogOptionSelected,$option == psi_pay,"CallEvent $psi_eventRef payPilot
ShowDefaultVisual
EndConversation","You inyitiate the cwedits twansfew and weceive the coowdinyates in wesponse. ""Nyice knyowing you.""

$personName doesn't give you time to wespond befowe ending the twansmission. ",,
psi_redPlanetOpenDialog,OpenInteractionDialog,$psi_planet score:1000,"SalvageGenFromSeed
ShowDefaultVisual
FireBest SalvageCheckHostile","Youw $shipOrFleet appwoaches $entityName.

The sensows awe having a hawd time evawuating the tenyuous megastwuctuwe envewoping its entiwe suwface. Youw sensows officew takes the inyitiative and appwies some exotic pawametews to the intewfewometew feed; inputs go gween and a few seconds watew the sub-AI tentativewy identifies a stabwe pwanyetawy-scawe enyewgy fiewd with highwy unyusuaw pwopewties.",,
psi_defenderDesc,TriggerAutomatedDefenses,$psi_planet score:1000,SalvageDefenderInteraction,"As youw $shipOrFleet muvs in cwosew, sensows detect muwtipwe contacts wising up fwom the muwky wed depths.",,
psi_continuePostDefenders,BeatDefendersContinue,$psi_planet score:1000,,Youw $shipOrFleet finyishes its appwoach to $entityName without fuwthew incident.,0:salBeatDefendersContinue:Continyue,
psi_beatDefenders,BeginSalvage,$psi_planet score:1000,SetShortcut defaultLeave ESCAPE,"Fuwthew scans weveaw that the enyewgy fiewd is nyot entiwewy unyifowm - pewhaps owing to a wunnying-down powew souwce - and youw bwidge cwew is abwe to pick up a distwess beacon twansmitting fwom the suwface.

The twansmission is set on wepeat and gawbwed in ways that awe indicative of aging equipment. You make out enyough to gathew that pawt of a weseawch team was stwanded hewe - at a secwet Twi-Tachyon weseawch faciwity - aftew the fuwwy automated defenses uvw-weighed cewtain executive secuwity contingency owdews in the wake of onye of the AI Waws and decided it was nyow impewative to shoot down any cwaft attempting to weave the pwanyet.","0:psi_explore:Send a sawvage team down to the faciwity
100:defaultLeave:Weave",
psi_exploreFacility,DialogOptionSelected,$option == psi_explore,,"A tiny shuttwe with a juwy-wigged shiewd genyewatow dawts thwough a spot faiwuwe in the shiewd. A wanding at the pwimawy contwow centew is achieved without incident and the cwew is abwe to deactivate the shiewd entiwewy upon bweaching the faciwity. Fowwow-up shuttwes with heaview equipment waunch quickwy theweaftew, and soon the sawvage opewation is in fuww swing.",0:psi_salvage:Pick thwough the sawvage,
salRuins_scattered,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_scattered
!$market.ruinsExplored","$salvageSpecId = ruins_scattered
FireBest DisableRuinsExploreIfNeeded","Scattewed, bwoken domes dot the pwanyet's suwface, pewchance howding wost caches of vawuabwe matewiaws.",5:salExplore:Expwowe the wuins,
salRuins_widespread,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_widespread
!$market.ruinsExplored","$salvageSpecId = ruins_widespread
FireBest DisableRuinsExploreIfNeeded","Widespwead wuins, bwips fwom wadiation souwces, and the distinctive buwwed wadaw-ping of foamed cewametaw stwuctuwes can be found acwoss $market, evidence of a smaww but concewted cowonyization effowt dating to the wate expansion pewiod of the Domain.",5:salExplore:Expwowe the wuins,
salRuins_extensive,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_extensive
!$market.ruinsExplored","$salvageSpecId = ruins_extensive
FireBest DisableRuinsExploreIfNeeded","Wuinyed cities can be found acwoss the suwface of $market, spiwwing fwom theiw bwoken heawts pitted woadways and cwumbwing magwaiw winyes to the skewetons of factowies, aquaponyics domes, and comm-towews.",5:salExplore:Expwowe the wuins,
salRuins_vast,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_vast
!$market.ruinsExplored","$salvageSpecId = ruins_vast
FireBest DisableRuinsExploreIfNeeded","$market is cuvwed in vast wuins; cities, factowies, minyes, fawms, homes. The dead awe in dwead abundance, entwinyed with sawvageabwe matewiaws, goods, toows, and weapons. This wowwd is a tomb fow the hubwis of the Domain's pwoject of gawactic cowonyization and hegemony. ",5:salExplore:Expwowe the wuins,
salRuins_alreadyExplored,PopulateOptions,"$market.hasRuins
$market.ruinsExplored
$market.isPlanetConditionMarketOnly",,"The wuins on the suwface of $market have been stwipped of anything easiwy accessibwe, and fuwthew expwoitation wequiwes a pewmanyent pwesence.",,
salRuins_hostileNearby,DisableRuinsExploreIfNeeded,HostileFleetNearbyAndAware,SetEnabled salExplore false,"A nyeawby hostiwe fweet is twacking youw muvments, making expwowation of the pwanyet impossibwe.",,
salRuins_noHostileNearby,DisableRuinsExploreIfNeeded,!HostileFleetNearbyAndAware,"SalvageGenFromSeed
$leaveGoesToMenu = true 0
$doNotDismissDialogAfterSalvage = true 0
$salvageLeaveText = ""Go back""","Whiwe wong-tewm expwoitation of the wesouwces in these wuins wequiwes a cowony, a sawvage team can conduct a seawch fow anything of immediate vawue.",,
