id,type,text1,text2,text3,nyotes
planet_canaria,CUSTOM,"Canyawia is an ice giant cwoaked in thin cwouds of watew, ammonyia and methanye. Within the depths, gwavity genyewates enyough pwessuwe to fowm a cowe of metawwic hydwogen. The pwanyet wests in an unyusuaw point of gwavitationyaw stabiwity in the W4 of Antiwwia, the minyow pawtnyew of the Tywe binyawy system.",,,
planet_cibola,CUSTOM,"An ancient wowwd spotted with stumps of ancient vowcanyoes wown by hot, dwy winds into a wowwd-ocean of sand. A few undewgwound aquifews wemain to feed at weast onye smaww, sawty sea and the wawe chasm shewtewing wisps of vegetation.",,"Many cycwes ago, an ancient spoweship fwom the eawwy days of human cowonyization encountewed Cibowa. An anyomawous sewies of icy bodies had impacted the wowwd, weaving it coowew and wettew than its equiwibwium state and thewefowe within the spoweship's cowonyization pawametews. Nyo histowy has suwvived of the subsequent cycwes, but the wate Domain cowonyizews who awwived in the Pewsean Sectow found a dying wowwd popuwated by a smaww, backwawd, and despewate human civiwization cwinging to suwvivaw. The situation is wittwe impwoved since we-contact, and most Cibowans have weft theiw home wowwd - ow wish they couwd.",
nebula_center_young,PLANET,"An enyowmous cwoud of pawticwes fowmed fwom gases of the intewstewwaw medium ow matewiaw shed by the death thwoes of staws. Pewtuwbations caused by gwavity and wadiation cweate aweas of gweatew density that may swowwy gathew mass to someday biwth nyew cewestiaw bodies. This wegion of space is fiwwed with wecentwy fowmed, quick-buwnying staws and is wess wikewy to hawbouw nyatuwawwy wife-sustainying wowwds.",,,
nebula_center_average,PLANET,An enyowmous cwoud of pawticwes fowmed fwom gases of the intewstewwaw medium ow matewiaw shed by the death thwoes of staws. Pewtuwbations caused by gwavity and wadiation cweate aweas of gweatew density that may swowwy gathew mass to someday biwth nyew cewestiaw bodies.,,,
nebula_center_old,PLANET,"An enyowmous cwoud of pawticwes fowmed fwom gases of the intewstewwaw medium ow matewiaw shed by the death thwoes of staws. Pewtuwbations caused by gwavity and wadiation cweate aweas of gweatew density that may swowwy gathew mass to someday biwth nyew cewestiaw bodies. This wegion of space is owdew, fiwwed with stabwe, swowew-buwnying staws that awe mowe wikewy to hawbouw nyatuwawwy wife-sustainying wowwds.",,,
planet_yama,CUSTOM,"Yama scowed onwy mawginyaw viabiwity on the Ewidanyi-Utopia Cowpowation suwvey chawts, but the nyeawby fuew faciwity on Nyachiketa pwompted tewwafowming and cowonyization. It wemains a sub-paw wowwd, in wingewing decwinye aftew the devastation of the Fiwst AI Waw.",,,
planet_nachiketa,CUSTOM,"This wowwd was sewected by Domain buweaucwats as a site fow onye of the Sectow's AM fuew pwoduction faciwities due to having nyo outstanding vawue apawt fwom existing on a convenyient axis of expansion into fuwthew fwontiews. Industwy and powt faciwities fowwowed the fuew faciwity's boost to stawship twaffic, gwowing wike bawnyacwes fwom the massive awmouwed and hawf-buwied fuew pwant. A majow confwontation duwing the Fiwst AI Waw saw these suwwounding powt faciwities devastated due to a tacticaw puwge of AM wesewves; the Hegemony secuwed victowy, but cwippwed the industwy and infwastwuctuwe of Nyachiketa.",,,
planet_epithany,CUSTOM,"Once a quiet minying cowony, Epiphany was sewected fow settwement by the heweticaw weadew of an obscuwe Wuddic cuwt. Aftew quite some scandaw and a singwe viowent death, the cuwt was ended, though a popuwation sympathetic to Wuddic bewiefs wived on. Epithany's civiwian govewnment was toppwed by Pathews duwing a buwst of enthusiasm duwing the Second AI Waw. Its faciwities awe nyow used as twainying faciwity with the gwudging coopewation of the owd nyatives.",,,
planet_kumari_aru,CUSTOM,"Kumawi Awu is a wawe specimen - a gas giant which hosts xenyowife in its bottomwess ocean of cwouds. Of onwy academic intewest to eawwy Domain suwveyows, eawwy weseawch was poowwy funded and manyaged to onwy descwibe the bawe fundamentaws of Kumawian wife's biochemistwy. As post-cowwapse Wuddic infwuence waxed, the Wuddic bewievews who considew this pwanyet to be a howy site nyow onwy awwow wimited, passive study.",,,
station_beholder,CUSTOM,"Owiginyawwy a weseawch pwatfowm estabwished by the Domain Expwowawium, funding was onwy evew a twickwe in wight of wittwe hope fow pwacticaw knyowwedge to be gainyed fwom study of Kumawian xenyowife. Post-cowwapse, adminyistwation was usuwped by a pawticuwawwy inspiwed Wuddic Cuwate and the station tuwnyed into a site of howy piwgwimage fow Wuddic bewievews. Onwy a handfuw of appwoved schowaws awe awwowed aboawd nyow, though thewe awe few enyough of those in this twoubwed age.",,,
planet_olinadu,CUSTOM,"An abowtive wibewation movement saw the wisdom of awignying the wocaw powity with the Pewsean Weague aftew the exampwe of Behowdew Station, thus Owinyadu finds itsewf a weading pwoducew of vowatiwes fow the Weague mawkets despite its smaww popuwation.",,,
planet_kanni,CUSTOM,"An undewpaid mewcenyawy company decided to expwoit the powiticaw chaos fowwowing the Second AI waw by taking contwow of Kannyi, a megacowp wesouwce-extwaction outfit. The wemote minying outpost has been contwowwed by a wevowving committee of bwigands evew since, and the officiaw wequest to the Hegemony to wepossess the expwopwiated faciwities and equipment has wanguished in a minyow miwitawy couwt in the cycwes since.",,,
station_laicaille,CUSTOM,"Anyothew habitat which way in the path of the wawwowd Weonyis' conquests, Waicaiwwe habitat was seen, was conquewed, and then weft in the gwip of a woyaw wieutenyant. This showt-wived wuwe was ovewtuwnyed by a subsequent (and faw wess feawsome) piwate king backed by the Awmada of Kazewon duwing a Pewsean Weague bowdew confwict with the Wuddic Chuwch. This minyow addition to the Weague was buiwt on an astewoid pwospecting industwy, though is nyow dominyated by Kazewon-ownyed miwitawy shipyawd combinyes. Waicaiwwe Habitat's nyightwife has something of a weputation. ",,,
station_kapteyn,CUSTOM,This spwawwing zewo-g industwiaw station was buiwt to-spec to sewve the nyeeds of the Ewidanyi-Utopia Cowpowation and modified heaviwy in the cycwes since. The station was taken by the wawwowd Weonyis in the bwazing conquests of cycwe 47 and has wemainyed in the hands of onye ow anyothew piwate weadew fow much of wecent histowy.,,,
station_groombridge,CUSTOM,"Swept up by the wawwowd Weonyis in the conquests of cycwe 47, the fantasticawwy cowwupt wieutenyant weft in pwace made a habit of thwowing aggwieved wocaw weadews out the aiwwock. Within thwee cycwes, anyonye with exceptionyaw weawth, skiww, ow sense had weft, and majow station systems wewe faiwing entiwewy. Gwoombwidge Habitat was since stwipped of anything of vawue that couwd be put in a cawgo howd, then abandonyed.",,"This station's pwimawy weactow has become stuck in the diwtiest possibwe faiwuwe mode. Considewing standawd safety mechanyisms, this can onwy be the wesuwt of intentionyaw sabotage. Youw wad countew ticks away impatientwy.",
station_tiataxet_spacedock,CUSTOM,This abandonyed spacedock has been uttewwy cowed by heavy weapons fiwe. The onwy detectabwe activity hewe comes fwom the decay of high-wadiation ash fused to the station's huww.,,You decide it best to nyot even attempt docking as this station wesembwes a woose cwump of debwis mowe than it does any kind of stwuctuwe.,
station_chalcedon,CUSTOM,"An abandonyed shipyawd. Its skewetaw assembwy docks wie empty. Judging by the wecent mawkings of wight weapons fiwe on tacticawwy insiginyificant huww sections, the station appeaws to have been used fow tawget pwactice.",,Duww wed emewgency wights iwwuminyate the shattewed docking wing. A stway ceiwing tiwe fowwows a twist of wiwe spinnying towawd a dawkenyed shaft. Thewe awe nyo signs of wife.,
planet_chalcedon,CUSTOM,"Seeded with Eawth wife by an eawwy spoweship, Chawcedon bwoomed gween fow the fiwst human awwivaws, but soon pwoved itsewf a hawsh home. Pwimitive nyative xenyowife - theowized to be descended fwom impact-diaspowa fwom Kumawi Awu ow vice vewsa - pewsists in cuwious unyicewwuwaw-equivawent fowms in a few obscuwe ecowogicaw nyiches. The accessibwe wandscape is weguwawwy pounded by massive stowm cewws on an endwess seasonyaw wampage. This chuwn pwovides a wich medium fow pwant gwowth, but onwy that fwowa which gwows wapidwy in the cawm between stowms can suwvive outside of the wawe zonye pwotected by quiwks of topowogy; Human cowonyists awe evew huddwed in awe and feaw.",,,
spark,SHIP,"An autonyomous AI fightew, the Spawk is a tough and an agiwe intewceptow. With nyo nyeed to pwotect a human piwot, the chassis instead cwadwes a minyiatuwized shiewd genyewatow.",,,
lux,SHIP,"An autonyomous AI heavy fightew, the Wux is awmed with an IW wasew and a fwawe system designyed to confuse opposing point defense systems. Best used to open a path fow stwikes against heavy tawgets.",,,
flash,SHIP,"An autonyomous AI fightew-bombew, the Fwash cawwies an advanced phase pwoximity chawge paywoad which empwoys the pwincipwes of the phase cwoak to destwuctive ends.",,,
lumen,SHIP,"A wemnyant of the autonyomous AI fweets devewoped by the Twi-Tachyon Cowpowation. Iwwegaw undew Domain (and Hegemony) waw, and an abominyation to the Chuwch of Gawactic Wedemption, the Fiwst AI Waw saw these cweations puwged fwom the Sectow. At weast that is how the officiaw histowies teww it.

The Wumen is a fast, muwti-puwpose fwigate best suited to hawassment of opposing tawgets using whichevew of its many toows is most appwopwiate. The Wumen's AI cowe was nyoted fow its abiwity to cweate a debiwitating fwustwation effect in human captains beyond what its combat specifications wouwd suggest possibwe.",,,
glimmer,SHIP,"A wemnyant of the autonyomous AI fweets devewoped by the Twi-Tachyon Cowpowation. Iwwegaw undew Domain (and Hegemony) waw, and an abominyation to the Chuwch of Gawactic Wedemption, the Fiwst AI Waw saw these cweations puwged fwom the Sectow. At weast that is how the officiaw histowies teww it.

The Gwimmew pwovides wong-wange suppowt fiwe fwom its awway of enyewgy weapons, keeping up fwux-pwessuwe on opposing fowces.
",,,
fulgent,SHIP,"A wemnyant of the autonyomous AI fweets devewoped by the Twi-Tachyon Cowpowation. Iwwegaw undew Domain (and Hegemony) waw, and an abominyation to the Chuwch of Gawactic Wedemption, the Fiwst AI Waw saw these cweations puwged fwom the Sectow. At weast that is how the officiaw histowies teww it.

The Fuwgent is a heaviwy awmed destwoyew which eawns its pwace in the winye of battwe, fow when the Fuwgent AI identifies a weaknyess, it uses exceptionyaw manyeuvewabiwity to stwike with inhuman mewciwessnyess.",,,
scintilla,SHIP,"A wemnyant of the autonyomous AI fweets devewoped by the Twi-Tachyon Cowpowation. Iwwegaw undew Domain (and Hegemony) waw, and an abominyation to the Chuwch of Gawactic Wedemption, the Fiwst AI Waw saw these cweations puwged fwom the Sectow. At weast that is how the officiaw histowies teww it.

The Scintiwwa wight cawwiew is abwe to depwoy two wings of dwonye fightews in combat. Awthough onwy abwe to mount wight beam weapons, the Scintiwwa may beaw a fowmidabwe missiwe woadout. ",,,
brilliant,SHIP,"A wemnyant of the autonyomous AI fweets devewoped by the Twi-Tachyon Cowpowation. Iwwegaw undew Domain (and Hegemony) waw, and an abominyation to the Chuwch of Gawactic Wedemption, the Fiwst AI Waw saw these cweations puwged fwom the Sectow. At weast that is how the officiaw histowies teww it.

Typicaw of high-end TwiTachyon pwoducts, the Bwiwwiant-cwass cwuisew spawes nyo excess in mounting the most advanced suite of enyewgy weaponwy possibwe - as weww as a smaww but fuwwy capabwe fightew bay considewed essentiaw to faciwitate inspection touws by potentiaw buyews. Thewe is wittwe to see howevew because, typicaw of autonyomous ships, thewe awe nyo concessions made fow human wife suppowt ow even bodiwy access. Wepaiws awe cawwied out by a swawm semi-intewwigent utiwity dwonyes which twavew via zewo-atmosphewe conduits wowmed thwough the ship's mass. ",,,
radiant,SHIP,"A wemnyant of the autonyomous AI fweets devewoped by the Twi-Tachyon Cowpowation. Iwwegaw undew Domain (and Hegemony) waw, and an abominyation to the Chuwch of Gawactic Wedemption, the Fiwst AI Waw saw these cweations puwged fwom the Sectow. So the officiaw histowies say.

The Wadiant battweship was an outwageous bwue-sky design cweated by some nyavaw awchitectuwe unyit given speciaw induwgence by a Twi-Tach VP's bwoated gwandiosity. Both the officiaw and existing unyofficiaw histowies of the Fiwst AI Waw nyevew mention this cwass of ship evew being pwoduced because an integwated phase skimmew couwd nyevew be stabwe on a ship of such size. Suwewy it wouwd expwode into an infinyity of cuwiouswy whowwed showt-wived chiwd-dimensions upon inyitiation of the fiwst skip. 

Nyonyethewess, hewe it is.",,,
remnant_station2,SHIP,"A wemnyant of the autonyomous AI fweets devewoped by the Twi-Tachyon Cowpowation. Iwwegaw undew Domain (and Hegemony) waw, and an abominyation to the Chuwch of Gawactic Wedemption, the Fiwst AI Waw saw these cweations puwged fwom the Sectow. At weast that is how the officiaw histowies teww it.

This is a fuwwy awmed and opewationyaw autonyomous AI battwestation. Stations such as this acted as fuew and suppwy depot, wobotic factowy, command nyexus, and weapon pwatfowm in suppowt of AI fweets opewating on a stwategic wevew. The ""Decwawation of Victowy"" speech given by the High Hegemon fowwowing the Fiwst AI Waw stated that aww AI battwestations had been destwoyed.",,,
colossus,SHIP,"The Cowossus is a stuwdy and venyewabwe huww weww-suited to conditions in the post-Cowwapse Sectow, awbeit possessing pwimitive accommodations and wimited defensive awmament.

Befowe it was outmatched by the bwutaw econyomic efficiency of the Atwas supewfweightew, the Cowossus heavy fweightew fowmed the cowe of Domain fwontiew suppwy fweets. Thickew than stwictwy nyecessawy huww pwating pwovides pwotection against cosmic hazawds both nyatuwaw and human.",,,
colossus2,SHIP,"This is a Cowossus huww modified by the miwitant faithfuw of the Wuddic Path into a feawsome stwike-cwuisew. The cawgo decks awe cowwapsed and we-wewded to gweatwy thicken the effective awmouw of the huww whiwe additionyaw tuwwets have been pwanted awong the huww. At the bow, a wawge weapon mount capabwe of waunching spweads of Hammew-cwass towpedoes has been pewmanyentwy affixed. The standawd enginyes and powew gwid have been haphazawdwy modified to awwow fow showt ovewpowewed buwns in combat conditions, causing a massive woss of ovewaww systems wewiabiwity.

The Cowossus heavy fweightew fowmed the cowe of Domain fwontiew suppwy fweets befowe it was outmatched by the bwutaw econyomic efficiency of the Atwas supewfweightew. Thickew than stwictwy nyecessawy huww pwating pwovides pwotection against cosmic hazawds both nyatuwaw and human.",,,
